time,open,high,low,close,"XLM.D, CRYPTOCAP: Open","XLM.D, CRYPTOCAP: High","XLM.D, CRYPTOCAP: Low","XLM.D, CRYPTOCAP: Close","VET.D, CRYPTOCAP: Open","VET.D, CRYPTOCAP: High","VET.D, CRYPTOCAP: Low","VET.D, CRYPTOCAP: Close","MATIC.D, CRYPTOCAP: Open","MATIC.D, CRYPTOCAP: High","MATIC.D, CRYPTOCAP: Low","MATIC.D, CRYPTOCAP: Close","BCH.D, CRYPTOCAP: Open","BCH.D, CRYPTOCAP: High","BCH.D, CRYPTOCAP: Low","BCH.D, CRYPTOCAP: Close","ALGO.D, CRYPTOCAP: Open","ALGO.D, CRYPTOCAP: High","ALGO.D, CRYPTOCAP: Low","ALGO.D, CRYPTOCAP: Close","AVAX.D, CRYPTOCAP: Open","AVAX.D, CRYPTOCAP: High","AVAX.D, CRYPTOCAP: Low","AVAX.D, CRYPTOCAP: Close","LUNA.D, CRYPTOCAP: Open","LUNA.D, CRYPTOCAP: High","LUNA.D, CRYPTOCAP: Low","LUNA.D, CRYPTOCAP: Close","SOL.D, CRYPTOCAP: Open","SOL.D, CRYPTOCAP: High","SOL.D, CRYPTOCAP: Low","SOL.D, CRYPTOCAP: Close","USDT.D, CRYPTOCAP: Open","USDT.D, CRYPTOCAP: High","USDT.D, CRYPTOCAP: Low","USDT.D, CRYPTOCAP: Close","LINK.D, CRYPTOCAP: Open","LINK.D, CRYPTOCAP: High","LINK.D, CRYPTOCAP: Low","LINK.D, CRYPTOCAP: Close","UNI.D, CRYPTOCAP: Open","UNI.D, CRYPTOCAP: High","UNI.D, CRYPTOCAP: Low","UNI.D, CRYPTOCAP: Close","XRP.D, CRYPTOCAP: Open","XRP.D, CRYPTOCAP: High","XRP.D, CRYPTOCAP: Low","XRP.D, CRYPTOCAP: Close","BNB.D, CRYPTOCAP: Open","BNB.D, CRYPTOCAP: High","BNB.D, CRYPTOCAP: Low","BNB.D, CRYPTOCAP: Close","LTC.D, CRYPTOCAP: Open","LTC.D, CRYPTOCAP: High","LTC.D, CRYPTOCAP: Low","LTC.D, CRYPTOCAP: Close","DOGE.D, CRYPTOCAP: Open","DOGE.D, CRYPTOCAP: High","DOGE.D, CRYPTOCAP: Low","DOGE.D, CRYPTOCAP: Close","ADA.D, CRYPTOCAP: Open","ADA.D, CRYPTOCAP: High","ADA.D, CRYPTOCAP: Low","ADA.D, CRYPTOCAP: Close","ETH.D, CRYPTOCAP: Open","ETH.D, CRYPTOCAP: High","ETH.D, CRYPTOCAP: Low","ETH.D, CRYPTOCAP: Close","BTC.D, CRYPTOCAP: Open","BTC.D, CRYPTOCAP: High","BTC.D, CRYPTOCAP: Low","BTC.D, CRYPTOCAP: Close",Volume,Volume MA
1620388800,1.6565034346045737,1.6839414829459074,1.631393176192106,1.6649513285868045,0.6617274176838497,0.6688360698447499,0.6307023428737957,0.6307023428737957,0.6842512024543083,0.6842512024543083,0.6460792293256282,0.654374343564876,0.17087825198397955,0.174976446935596,0.16934583995907818,0.1703355193234637,1.1153215320701835,1.1470035469129694,1.0961021885579119,1.0961021885579119,0.2109408298921433,0.21271616850027514,0.20465431657805228,0.2126642219441099,0.23272914713971354,0.23919221796068263,0.22670314110216053,0.22670314110216053,0.27536686556159035,0.27536686556159035,0.272554305943406,0.2727255396939825,0.4998248045355122,0.5177045721387415,0.4913580849061549,0.5169772201757252,2.297639070071169,2.342506219297771,2.2646863830043946,2.3084809416727365,0.8491299588844385,0.8845853331852824,0.8416769058766378,0.8666675492692804,0.904848743073266,0.9113390802071113,0.8990075193003717,0.8990075193003717,3.087218970971966,3.2490788734787146,3.087218970971966,3.1102923981029753,4.113758772805885,4.145870042671644,4.096486963598169,4.119918989570038,1.023233594671307,1.0253643122324856,0.9895083070916274,0.9927389075064584,3.468655104364119,3.468655104364119,3.2478400059252204,3.2829680580475444,2.315940057324433,2.3581855005327332,2.279103957396713,2.28954916328055,17.10536385494602,17.432253653047763,17.10536385494602,17.417688298569995,45.309189054814574,45.53585149867819,45.309189054814574,45.41286463426547,2185613453905.6602,2059736738027.3171
1620403200,1.6649883938302197,1.6754635514774099,1.6210927805677868,1.6228501065632581,0.6296233050434334,0.6331110672290452,0.6204441913601616,0.625863184052539,0.6545460492796098,0.6545460492796098,0.6292130507032134,0.6422627030187237,0.1702541939447646,0.17112439013443118,0.1662577501373982,0.16737255153435102,1.095707247388184,1.095707247388184,1.0464729026959525,1.0706837731210022,0.21293752948661274,0.21293752948661274,0.19775717637593385,0.19915924570230958,0.2268033049913958,0.2280688109729604,0.215447178085602,0.21765625752463835,0.2728433771980106,0.27660899105237596,0.2728433771980106,0.27660899105237596,0.5174506002372145,0.5294295873966047,0.5028103027681643,0.5069553235173877,2.3089557901284965,2.33015553973971,2.2878646742877784,2.323848782457954,0.8662029014615923,0.9111425051492129,0.8662029014615923,0.8875282936365874,0.8981881897468619,0.90308877430681,0.8916869516527953,0.8929916841637514,3.1134093584911127,3.1134093584911127,3.0315883284360523,3.0734982783142093,4.119694330334586,4.135976665232122,4.08405797709844,4.08405797709844,0.9926124483042692,0.9986999482036659,0.969451284723879,0.9796540796392127,3.28308596151237,3.6066955061743005,3.28308596151237,3.4926817844394895,2.28963138941692,2.300099681224564,2.2335575745216962,2.2387901020064698,17.418448049026438,17.44278281641932,17.20548136918415,17.29313785808969,45.41481686810269,45.86589461507028,45.41481686810269,45.77403498634983,2185613453905.6602,2074991049146.2915
1620417600,1.6235464408479998,1.6310399835658695,1.5564815233605065,1.603852178717613,0.625489294497288,0.625489294497288,0.6093834262321433,0.6237673853912409,0.6423273352106595,0.6529604295521343,0.6054736048707976,0.6369722252329919,0.16751639714752925,0.16825762179039186,0.1642538253932942,0.16744879443056374,1.0707191941946081,1.0828109445521237,1.035098432747185,1.0828109445521237,0.19917928749912192,0.20223169317024897,0.19588618271976344,0.20223169317024897,0.21799350377282606,0.22088323398726334,0.2036702405587653,0.20987162787956637,0.27659907473885575,0.2786526738627448,0.2753934097700767,0.2753934097700767,0.5078872655555191,0.5130001481714326,0.49791568849048395,0.5054474657266537,2.3239601839489894,2.3668731694535032,2.3105970497747728,2.348488709781863,0.8886124989301019,0.9066541974290191,0.8619764796562143,0.8854890182785294,0.8929596707954316,0.8949244112250911,0.8743323620412555,0.8938149256443589,3.0804123642107757,3.0871775919796884,3.016229297908606,3.082835857005877,4.083502632996798,4.116246049100987,4.074643277047132,4.116246049100987,0.9797010426455817,0.991884472113604,0.9635565078253522,0.989468454153356,3.4960187725076466,4.0407043983006075,3.448540311745786,3.8343584192689573,2.238897425924171,2.27064197369292,2.183663853900345,2.27064197369292,17.28702374493823,17.317446500937717,17.14867175135363,17.317446500937717,45.7786214680014,46.07454977245072,45.724115541102435,46.07454977245072,2185613453905.6602,2090245360265.2656
1620432000,1.6034872917316194,1.6087730206918414,1.5833047569630831,1.5848276175998024,0.622374195279976,0.6238331457364803,0.6133724294777101,0.618813852221439,0.6369610104274841,0.6369610104274841,0.6196280759549928,0.6282356617671889,0.16744584625545078,0.16744616794936842,0.1634804238415493,0.16646615830946251,1.074983018492892,1.1400456605586866,1.074983018492892,1.1270567957625293,0.2025976031727089,0.20416159683116025,0.20031896282053704,0.20292761622109767,0.2095701374014903,0.21300128856442954,0.20726364537505473,0.2127831330133227,0.2748456728877014,0.2754827101279462,0.2722301497948256,0.2722301497948256,0.5059691860859469,0.5059691860859469,0.498604686440372,0.5022510093793431,2.3487214112362045,2.3660797344743854,2.312984915051049,2.315939256521309,0.8851121324417486,0.896767568871471,0.8683113960849155,0.8720232330886233,0.8931204660156746,0.8998470356475772,0.8792827993331296,0.8804058942661109,3.081033545103813,3.110088367419554,3.0638198002696337,3.080728883416766,4.1153095758808265,4.122693371674903,4.107376533302667,4.110738632750745,0.9894280150988835,1.0093800847197736,0.9876000136839034,0.9972075075724072,3.8398645899582045,3.90516174235394,3.736287192687352,3.90516174235394,2.2701253876153222,2.2701253876153222,2.180930189383671,2.2036948125066043,17.316626922361316,17.498728875518072,17.301946619506385,17.322537454114112,46.0705170396476,46.18658571831169,45.888692282433965,46.014590768283725,2055757646855.7354,2099006881031.7434
1620446400,1.5840038069910258,1.5929834972795214,1.5770136507054655,1.5888034221208607,0.6182418859172726,0.6205849115316762,0.6100183292832722,0.6205849115316762,0.628069159397491,0.628069159397491,0.6149749658748307,0.6215364160265323,0.1665496637628245,0.16766351641102095,0.16478117094873856,0.16747472975525649,1.115956301861429,1.1162650774601044,1.0754859320260153,1.1016966152257326,0.2028002756531833,0.2056193179625545,0.1992620173611211,0.1992620173611211,0.2123084282277703,0.2123084282277703,0.20476553076582013,0.20951908917555795,0.2720860650220618,0.2759598398932284,0.2717266270838807,0.2750933909871119,0.502238611251457,0.5022713647394366,0.498443866181782,0.5022089187761446,2.3159810447099383,2.3362301339558393,2.303209650340864,2.311387469503794,0.8717921192828062,0.8733846213331186,0.8602503118631076,0.8621376376682128,0.8797736822890071,0.890098891274769,0.8754705624729474,0.8789476112759194,3.075331449533418,3.075331449533418,3.0440332323811514,3.069415402246431,4.110692717676426,4.110692717676426,4.081244853629272,4.081244853629272,0.9969478069363716,0.998563220434993,0.9723851171942953,0.977305282872447,3.906717901043164,4.0566949569277035,3.8010045314538123,3.8793363070513953,2.203734575386501,2.2147707375500434,2.1564509686263618,2.2143559117064116,17.323535411110058,17.4750203415068,17.255539257296945,17.255539257296945,46.01541906606947,46.22282048154594,45.99008787979228,46.22282048154594,2055757646855.7354,2107768401798.2212
1620460800,1.588167118498856,1.5909340092142534,1.5698409658279595,1.5730161766174664,0.6204865659382852,0.6204865659382852,0.6052289992914238,0.6056538965442738,0.6232055287631088,0.6414243314845333,0.6160216672742436,0.6342099964536193,0.1676243493175814,0.1676243493175814,0.16199372524830957,0.16492745383918406,1.1016885171799473,1.1242280890385492,1.1008215884749202,1.1008215884749202,0.1994352808332532,0.1994352808332532,0.19534318977897977,0.19634086419209615,0.20926557836122933,0.21007189879953383,0.2036643565599766,0.20921404433844906,0.2751427917345476,0.27841221618447326,0.27329918042854306,0.2763932873235601,0.5032906300310923,0.5125079433469856,0.4976665094334606,0.510704675726966,2.3113704795981365,2.3113704795981365,2.2885275171142303,2.309252772927721,0.8620404899658556,0.8620404899658556,0.8382731702659562,0.8445927646951448,0.8782941426899494,0.8810574032858164,0.8700634958761508,0.8793919647317315,3.0682235625333,3.0911029729380797,3.031840719556036,3.033742027607409,4.0812148543470474,4.104770207541046,4.0747209283427015,4.097706772139997,0.9777931007376806,0.982862700098904,0.9645398938932712,0.9656263005687407,3.872906293896051,3.918282337548583,3.809598404383277,3.9041589115097945,2.2143396350334053,2.2143396350334053,2.1402189298586975,2.1402189298586975,17.257416269052104,17.35787568688417,17.257416269052104,17.342966462569898,46.22508621492183,46.43937512647426,46.22508621492183,46.33150299665718,2055757646855.7354,2110698161908.7437
1620475200,1.5725950157797055,1.5725950157797055,1.5498826476402146,1.555861292264089,0.6056016111822362,0.6070761022355792,0.6022507482354965,0.6049657082762575,0.6325500487095066,0.6325500487095066,0.6107479466131791,0.6107479466131791,0.16478159370542383,0.1696104384967141,0.16384916500587987,0.1672604113495479,1.0996485566535252,1.0996485566535252,1.0697684512625876,1.0697684512625876,0.19639432202636825,0.19639432202636825,0.19215592923334607,0.19295402346350357,0.20934526490278127,0.21487215867878373,0.20508227268407334,0.20668536788721273,0.2762002183066157,0.2777321484356875,0.2731531879827973,0.2772585794124826,0.5098675402719793,0.5187272573220052,0.5019848061747194,0.5090974147838634,2.3085870164580387,2.348555620910059,2.285200806895367,2.3417784542195363,0.8445351827183829,0.8548371040804186,0.8375813820056622,0.8423823927458022,0.878667069510518,0.8926469776697162,0.8685261914747798,0.8899354265636058,3.0390738538985707,3.0390738538985707,3.006168286507217,3.010395832936251,4.097497998348286,4.204775206072911,4.07368267851871,4.197709560969369,0.9659974468134248,0.9659974468134248,0.9517542149326432,0.9565615705643498,3.9107384867625306,4.0387808036608295,3.507192076730085,3.616047354489977,2.1403084323672665,2.1626973409221444,2.138032277835261,2.144205699836737,17.341423597818938,18.009162241584367,17.341423597818938,18.009162241584367,46.33273769598891,46.451466528467606,46.04948499789334,46.12268658565804,2055757646855.7354,2113627922019.2664
1620489600,1.5563729071378853,1.5563729071378853,1.536343733981681,1.5421643868440122,0.605037762935769,0.605037762935769,0.588220977684551,0.5949122879189976,0.6127273644485274,0.6130114845715674,0.5963250172273525,0.6049674870141827,0.16762388622652757,0.16985553251288343,0.16545251403013603,0.16985553251288343,1.0700398271139782,1.0886502955630402,1.0549273559294132,1.0759220095612476,0.19285646173749976,0.19734926557244195,0.1895765413667052,0.19579798549429708,0.20716780832258697,0.21129242059437933,0.20607421203771817,0.21083540618906566,0.2772062537315224,0.27729976569311765,0.27087609213086794,0.2716181243166687,0.5085696256576943,0.5143529953014497,0.5075156788584415,0.5093362235728159,2.342080118049449,2.342080118049449,2.2681458831607264,2.2734857454740918,0.8426645809542493,0.8457523568358627,0.8288099100693417,0.8325307375583029,0.8895991274032469,0.8898992222182702,0.8619359668580002,0.8648025695779907,3.0119604227980283,3.0119604227980283,2.9600577970733837,2.9813743770211834,4.199214415454247,4.203302394531323,4.1336941310172355,4.175846644243767,0.9577133561542032,0.975249783945735,0.9493975626810989,0.9734005847037824,3.614150973579661,3.7439788468168462,3.3028666299656595,3.642861531682996,2.1457621098301534,2.150811476930883,2.1163314569606992,2.150811476930883,18.007809251872196,18.58134369194708,18.007809251872196,18.35472786222955,46.13806172613473,46.24089681614144,45.91355220992433,45.93255799943107,2055757646855.7354,2116557682129.789
1620504000,1.5442236113041459,1.5528368616443378,1.5313167217209611,1.5528368616443378,0.5942411204185829,0.5955599367143284,0.5884545685468963,0.5884545685468963,0.6033209599586989,0.6103377563076257,0.5959631167692867,0.5979120543446703,0.16996408750999828,0.18349715343663797,0.1683695548884037,0.18303547048469812,1.0773199866024772,1.082610587992466,1.05101323173362,1.082610587992466,0.1957762514571275,0.1957762514571275,0.18875055259859802,0.18875055259859802,0.2105968725328345,0.2117028190832787,0.205580700127197,0.205580700127197,0.2715301423431721,0.2728016488096322,0.2700094407494422,0.2726386440445741,0.5092194305296873,0.528786551071892,0.4870538305148009,0.5169883477056707,2.274919170958996,2.291004018282093,2.2640681905107,2.2720251340302378,0.8326029561325946,0.8478904162540349,0.8290662947687495,0.8470820949098399,0.8644948766703819,0.8706420880595385,0.8608246068904221,0.8637205353154565,2.9743772902939196,2.996350002632428,2.9414122510618537,2.94680867267189,4.1778131258785915,4.1778131258785915,4.1066348379534015,4.121814300141016,0.9736069947177781,0.976166651012282,0.9560997881744909,0.9635895589340508,3.644248028669202,3.682745207843979,3.3206197750082884,3.4253557320712225,2.152415356338628,2.182724564870706,2.122436919864949,2.153071876412521,18.355291577089268,18.971480703851533,18.355291577089268,18.808476575418982,45.94089136162368,46.04515734304042,45.718862560413434,45.7530856266429,2055757646855.7354,2119487442240.3118
1620518400,1.552597860440875,1.5625616249811927,1.5391731866752028,1.5420137359049968,0.5877113015670067,0.5998231774950027,0.5849112738299043,0.5849112738299043,0.5962763438895688,0.6107266462551174,0.5921846018870335,0.5931153790565692,0.1830163616029094,0.19006943760760708,0.17715965943426498,0.18600072733944908,1.0825992237534348,1.0984029568218332,1.0779468826232415,1.0787692644576958,0.1903197103240308,0.19093553785769793,0.18526902726110406,0.18549414012403756,0.20562557520955194,0.20709395433558134,0.2011914849152081,0.20133267568571578,0.27242127509569525,0.27538309868346833,0.271674065574565,0.27421065215098583,0.5169143664011945,0.5330181418270123,0.512509340884797,0.512509340884797,2.271411407613449,2.3206662204182806,2.261107758277992,2.307087919427098,0.8465119182207339,0.8467395637379648,0.8355027196643691,0.8355027196643691,0.8630756718216929,0.8836092931863372,0.8591927410301283,0.8778124165707527,2.9473239940225975,2.9998300475259714,2.9023160057173865,2.9086628048071854,4.12029508829154,4.17980471797008,4.102905593018707,4.15480480971263,0.9633221508473258,0.9719891991243729,0.9542373986720966,0.9599398015396746,3.4275729656072627,3.756180412788907,2.5833355498819905,2.9407130899530864,2.1524743721891575,2.189102020216181,2.1330245651955697,2.150567710091816,18.808363189658163,19.047036068619487,18.533955585113613,18.920401651656523,45.749102330290256,46.39749263125188,45.607306379187825,46.23798497446623,2065905285839.7407,2122924584300.0347
