time,open,high,low,close,Volume,Volume MA
2020-09-02T20:00:00Z,58.207869936533896,58.22254995581928,58.02151168420793,58.057300079640115,608537042158.1335,528352436465.9919
2020-09-03T00:00:00Z,58.05228946347879,58.07397737736121,57.876603928632,58.03985958318639,649043106538.9744,539992225540.01337
2020-09-03T04:00:00Z,58.041043960963,58.54161886581342,57.99164608911399,58.279731034308156,649043106538.9744,551632014614.0349
2020-09-03T08:00:00Z,58.27346441369434,58.5234763203219,58.1746320167726,58.46082986376662,649043106538.9744,561854175542.893
2020-09-03T12:00:00Z,58.47067608182891,58.59665647313492,58.12952987005884,58.24144026021767,649043106538.9744,572076336471.7511
2020-09-03T16:00:00Z,58.24558561912214,58.339231707056406,58.16767256427774,58.1871631755941,649043106538.9744,582298497400.6091
2020-09-03T20:00:00Z,58.18434574158833,58.598474850059844,58.173850487574796,58.46427632509054,649043106538.9744,592520658329.4673
2020-09-04T00:00:00Z,58.46482250580769,58.59734806173768,58.35321558198188,58.54718674548556,639949762468.21,602288152054.7871
2020-09-04T04:00:00Z,58.54460145899394,58.71227978672927,58.43827296236128,58.57478290459955,639949762468.21,612055645780.107
2020-09-04T08:00:00Z,58.58162331395188,58.58162331395188,58.15236399740574,58.1870892845936,639949762468.21,615588696416.1584
2020-09-04T12:00:00Z,58.198082701800146,58.61063857401527,57.93320616841653,58.53129575990964,639949762468.21,619121747052.2097
2020-09-04T16:00:00Z,58.52855866475126,58.59045154768682,58.416808478761894,58.43609775583955,639949762468.21,622654797688.2611
2020-09-04T20:00:00Z,58.43529386318337,58.44579384205792,58.207704770590475,58.26382939026132,639949762468.21,626187848324.3125
2020-09-05T00:00:00Z,58.27596049188878,58.299187759413016,58.047314020156115,58.081443008450286,890520716076.672,642249446640.787
2020-09-05T04:00:00Z,58.08221846001141,58.38160906970281,58.08221846001141,58.322690470850034,890520716076.672,658311044957.2615
2020-09-05T08:00:00Z,58.32346512706861,59.092139398085855,58.31992791699695,59.008940503163146,890520716076.672,672410228653.1885
2020-09-05T12:00:00Z,58.99716275734388,59.419705183850155,58.89104090968878,58.89104090968878,890520716076.672,686509412349.1155
2020-09-05T16:00:00Z,58.88948979794279,60.064469910041275,58.843775990794136,59.73994573456696,890520716076.672,700608596045.0424
2020-09-05T20:00:00Z,59.71694739759178,59.919297746807324,59.57350770509085,59.70512530803891,890520716076.672,714707779740.9694
2020-09-06T00:00:00Z,59.642717860078164,59.991059345024986,59.55812662617522,59.991059345024986,754567308060.3856,722009293036.0819
2020-09-06T04:00:00Z,59.9846974296806,60.17225009686483,59.59954194405906,59.602612416823156,754567308060.3856,729310806331.1946
2020-09-06T08:00:00Z,59.609118532026514,59.609118532026514,58.928329450667746,58.928329450667746,754567308060.3856,734587016407.265
2020-09-06T12:00:00Z,58.91912655271273,59.35624763868158,58.861081349113796,59.1727362398467,754567308060.3856,739863226483.3356
2020-09-06T16:00:00Z,59.18455336985517,59.25534889755495,58.84516439704876,58.848616245484465,754567308060.3856,745139436559.406
2020-09-06T20:00:00Z,58.84927401882567,58.944029588163275,58.779256062129825,58.89292521812156,754567308060.3856,750415646635.4766
2020-09-07T00:00:00Z,58.885498084660846,59.090399382359884,58.73828300080341,58.982341197458034,676356759439.2635,751781329280.491
2020-09-07T04:00:00Z,58.98022162052038,59.179976346559826,58.967541669061184,59.05969452958678,676356759439.2635,753147011925.5055
